RefId,IsBadBuy,VehicleAge,PriceDifferential,UsageIntensity,IsManual
11801,0,4.00,1053.00,21066.00,0.00
11802,0,3.00,-33.00,19219.67,0.00
11803,0,4.00,265.00,20459.00,1.00
11804,0,4.00,-1056.00,15973.75,1.00
11805,0,4.00,259.00,15248.00,0.00
11806,0,3.00,-700.00,22767.67,0.00
11807,0,8.00,-11.00,11494.88,0.00
11808,0,4.00,-112.00,21149.25,0.00
11809,0,4.00,83.00,22861.25,0.00
11810,0,3.00,-1407.00,28091.00,0.00
11811,0,2.00,-1891.00,38370.50,0.00
11812,1,5.00,-403.00,16765.80,0.00
11813,0,6.00,231.00,12580.33,0.00
11814,1,4.00,382.00,20427.00,0.00
11815,0,4.00,-48.00,22820.50,0.00
11816,0,8.00,-414.00,11574.50,0.00
11817,0,7.00,-336.00,15274.29,0.00
11818,1,5.00,-256.00,15688.20,0.00
11819,0,5.00,164.00,17269.20,0.00
11820,0,4.00,49.00,22369.25,0.00
11821,0,5.00,-789.00,8966.20,0.00
11822,0,2.00,-572.00,31833.00,0.00
11823,0,5.00,-2265.00,17622.80,0.00
11825,1,6.00,79.00,16470.50,0.00
11826,1,9.00,141.00,10944.56,0.00
11827,0,3.00,401.00,31671.33,0.00
11828,0,4.00,315.00,21903.75,0.00
11829,0,6.00,2178.00,14852.50,0.00
11830,0,4.00,-2.00,23693.75,0.00
11831,0,7.00,112.00,7238.00,0.00
11832,0,3.00,-1026.00,31934.67,0.00
11833,1,4.00,0.00,14487.00,0.00
11834,1,5.00,314.00,21864.60,0.00
11835,0,5.00,211.00,16914.60,0.00
11836,0,5.00,-799.00,16797.60,0.00
11837,0,3.00,1630.00,29873.33,0.00
11838,0,5.00,338.00,14373.20,0.00
11839,0,7.00,945.00,13035.57,0.00
11840,0,5.00,711.00,11401.00,0.00
11841,1,9.00,155.00,9588.44,0.00
11842,0,8.00,-772.00,10695.00,1.00
11843,0,5.00,139.00,14938.40,0.00
11844,0,5.00,-85.00,16011.80,0.00
11845,0,6.00,-315.00,14286.00,0.00
11846,0,3.00,-655.00,27809.33,0.00
11847,0,4.00,156.00,18794.75,0.00
11848,0,3.00,-256.00,23177.67,0.00
11849,0,4.00,727.00,22659.00,0.00
11850,0,3.00,-643.00,35091.67,0.00
11851,0,4.00,214.00,21655.00,0.00
11852,0,3.00,-915.00,26030.33,0.00
11853,0,4.00,-348.00,9169.75,0.00
11854,0,3.00,-1449.00,30770.33,0.00
11855,0,5.00,-226.00,8441.60,0.00
11856,1,4.00,491.00,18383.25,0.00
11857,0,5.00,-245.00,20118.40,0.00
11858,0,3.00,130.00,18628.33,0.00
11859,0,4.00,-1325.00,18464.75,0.00
11860,0,5.00,-323.00,19808.00,0.00
11861,0,5.00,482.00,15228.60,1.00
11862,0,4.00,-539.00,18290.25,0.00
11863,0,3.00,-59.00,25883.67,0.00
11864,0,4.00,-768.00,25507.00,0.00
11865,1,7.00,-117.00,12182.14,0.00
11866,0,3.00,-1304.00,22897.33,0.00
11867,0,9.00,454.00,7832.89,0.00
11868,0,5.00,8.00,17318.00,0.00
11869,0,7.00,499.00,12382.00,0.00
11870,1,7.00,491.00,11238.00,0.00
11871,0,7.00,-1262.00,12800.00,0.00
11872,0,5.00,-2154.00,15892.60,0.00
11873,0,5.00,636.00,14271.00,0.00
11874,0,3.00,484.00,29059.00,0.00
11875,1,8.00,10.00,12070.75,0.00
11876,1,6.00,6.00,12458.50,0.00
11877,0,5.00,684.00,16653.40,1.00
11878,0,2.00,1510.00,44956.00,0.00
11879,0,5.00,1124.00,16135.40,0.00
11880,1,3.00,50.00,20954.67,0.00
11881,0,5.00,569.00,11567.80,0.00
11882,0,5.00,-732.00,16852.80,0.00
11883,0,5.00,-247.00,15803.00,0.00
11884,0,4.00,-870.00,22272.50,0.00
11885,0,7.00,-1148.00,9542.86,0.00
11886,0,5.00,-1644.00,14419.80,0.00
11887,0,9.00,314.00,7707.22,0.00
11888,1,3.00,-324.00,23088.33,0.00
11889,1,7.00,-152.00,7944.29,0.00
11890,0,9.00,-1108.00,8834.78,1.00
11891,0,6.00,49.00,13309.00,0.00
11892,0,5.00,-608.00,13439.60,0.00
11893,1,4.00,-254.00,16759.75,0.00
11894,0,6.00,874.00,11795.17,1.00
11895,1,6.00,-501.00,15914.17,0.00
11896,0,4.00,253.00,19661.75,0.00
11897,1,5.00,5.00,18663.80,0.00
11898,0,4.00,520.00,18592.50,0.00
11899,0,7.00,414.00,9651.29,0.00
11900,0,4.00,718.00,21724.75,0.00
11901,1,5.00,-486.00,17228.80,0.00
11902,0,4.00,25.00,17117.50,0.00
11903,0,5.00,552.00,17481.20,0.00
11904,0,2.00,292.00,28762.50,0.00
11905,1,8.00,0.00,9523.00,0.00
11906,0,3.00,618.00,24465.33,0.00
11907,0,3.00,312.00,21601.33,0.00
11908,0,7.00,140.00,12022.86,0.00
11909,0,4.00,273.00,20709.75,0.00
11910,0,5.00,-100.00,16899.80,0.00
11911,1,8.00,108.00,9523.00,0.00
11912,1,5.00,62.00,16342.20,0.00
11913,0,6.00,-10.00,10695.83,0.00
11914,0,3.00,-475.00,26037.33,0.00
11915,0,4.00,1251.00,15382.75,0.00
11916,0,7.00,531.00,12691.86,0.00
11917,0,5.00,1034.00,18920.60,0.00
11918,0,3.00,785.00,28518.00,0.00
11919,0,4.00,451.00,15983.00,0.00
11920,0,4.00,1017.00,20221.50,0.00
11921,1,7.00,0.00,12353.71,0.00
11922,0,2.00,726.00,40747.50,0.00
11923,1,7.00,0.00,11596.00,0.00
11924,1,4.00,-62.00,20807.75,0.00
11925,0,2.00,401.00,40930.50,0.00
11926,0,2.00,608.00,41200.00,0.00
11927,0,3.00,2249.00,23702.33,0.00
11928,0,7.00,561.00,10408.71,0.00
11929,0,4.00,-369.00,17168.50,0.00
11930,1,6.00,199.00,16206.83,0.00
11931,0,4.00,59.00,18993.25,0.00
11932,0,5.00,-180.00,14590.00,0.00
11933,0,7.00,607.00,10779.43,0.00
11934,0,3.00,83.00,28146.67,0.00
11935,0,5.00,-682.00,13593.40,0.00
11936,0,2.00,-283.00,25218.00,0.00
11937,0,4.00,4.00,21182.25,1.00
11938,0,1.00,-127.00,77758.00,0.00
11939,0,1.00,-1134.00,87013.00,0.00
11940,0,1.00,-1307.00,66400.00,0.00
11941,0,2.00,-1193.00,31072.50,0.00
11942,1,4.00,0.00,16887.00,0.00
11943,1,3.00,-1713.00,26253.00,0.00
11944,1,5.00,89.00,19080.00,1.00
11945,0,3.00,-492.00,25149.00,0.00
11946,0,5.00,-9.00,16980.20,0.00
11947,0,4.00,698.00,17502.75,0.00
11948,0,4.00,137.00,19355.50,0.00
11949,0,2.00,-172.00,43265.50,0.00
11950,1,4.00,611.00,16299.50,1.00
11951,0,2.00,-256.00,33562.50,1.00
11952,0,4.00,364.00,17570.25,0.00
11953,0,4.00,857.00,21436.50,0.00
11954,1,5.00,361.00,12812.20,0.00
11955,0,5.00,-95.00,18387.00,0.00
11956,0,2.00,-1211.00,40904.50,0.00
11957,0,3.00,-176.00,23815.67,0.00
11958,0,5.00,-336.00,12797.20,0.00
11959,0,4.00,139.00,20778.50,0.00
11960,0,3.00,-495.00,23174.33,0.00
11961,0,5.00,-145.00,13869.80,0.00
11962,0,5.00,-59.00,15928.40,0.00
11963,0,3.00,-611.00,27490.33,0.00
11964,0,3.00,-291.00,25982.33,0.00
11965,0,2.00,-834.00,42930.50,0.00
11966,0,2.00,-857.00,38658.50,0.00
11967,0,3.00,-1126.00,27754.67,0.00
11968,0,3.00,-9.00,32088.33,0.00
11969,0,4.00,-412.00,23671.00,0.00
11970,0,7.00,-288.00,12867.86,0.00
11971,0,4.00,311.00,22154.75,0.00
11972,0,4.00,344.00,19490.25,0.00
11973,0,4.00,-482.00,15795.25,0.00
11974,0,4.00,-126.00,21276.50,0.00
11975,0,4.00,-679.00,21060.00,0.00
11976,0,3.00,-1037.00,22950.00,0.00
11977,0,4.00,-940.00,13982.25,0.00
11978,0,5.00,-814.00,10405.80,0.00
11979,0,3.00,-1298.00,19584.00,0.00
11980,1,1.00,0.00,85256.00,0.00
11981,0,2.00,-195.00,39894.00,0.00
11982,1,2.00,0.00,40108.50,0.00
11983,0,5.00,-1222.00,16803.00,0.00
11984,0,2.00,-1523.00,37093.50,0.00
11985,0,3.00,-110.00,26760.33,0.00
11986,0,4.00,-1501.00,15081.25,0.00
11987,0,3.00,-1527.00,21430.00,0.00
11988,0,6.00,-1358.00,8927.50,1.00
11989,0,3.00,-1677.00,31814.67,0.00
11990,0,4.00,-71.00,18704.00,0.00
11991,1,5.00,0.00,15813.20,0.00
11992,1,5.00,0.00,12576.40,0.00
11993,0,5.00,-864.00,17252.40,0.00
11994,0,5.00,-617.00,14441.00,0.00
11995,0,3.00,-565.00,17713.00,0.00
11996,0,7.00,-980.00,7216.14,0.00
11997,0,6.00,-63.00,14528.17,0.00
11998,0,6.00,-839.00,13814.00,0.00
11999,0,4.00,742.00,22967.00,0.00
12000,1,4.00,0.00,21453.25,0.00
12001,0,6.00,-1186.00,11264.33,0.00
12002,0,6.00,0.00,11993.83,0.00
12003,0,4.00,-699.00,11561.75,0.00
12004,0,5.00,-573.00,12109.60,0.00
12005,0,4.00,-1742.00,15657.50,0.00
12006,0,1.00,442.00,52643.00,0.00
12007,0,5.00,-772.00,10473.40,0.00
12008,0,6.00,-365.00,15756.83,0.00
12009,0,4.00,-1679.00,17602.75,0.00
12010,1,3.00,0.00,26581.00,0.00
12011,0,3.00,-333.00,26918.33,0.00
12012,0,3.00,-2549.00,20705.33,0.00
12013,0,4.00,220.00,16833.50,0.00
12014,0,4.00,-684.00,17560.75,0.00
12015,0,3.00,-867.00,22509.00,0.00
12016,0,3.00,-1.00,27271.00,0.00
12017,0,5.00,-194.00,17021.00,0.00
12018,0,4.00,-226.00,19767.50,0.00
12019,0,4.00,-314.00,17041.75,0.00
12020,0,4.00,-1256.00,19842.25,0.00
12021,0,5.00,2.00,15914.20,0.00
12022,0,3.00,-131.00,24406.67,0.00
12023,0,7.00,124.00,10039.43,0.00
12024,0,6.00,-1251.00,15019.17,1.00
12025,0,3.00,-1830.00,25721.00,0.00
12026,0,4.00,67.00,12516.50,0.00
12027,0,5.00,527.00,9576.80,0.00
12028,1,5.00,35.00,17060.80,0.00
12029,1,6.00,-16.00,11858.50,0.00
12030,0,5.00,357.00,14893.40,0.00
12031,0,3.00,-724.00,30282.67,0.00
12032,0,6.00,1725.00,12201.17,0.00
12033,0,4.00,-392.00,15903.50,0.00
12034,0,4.00,521.00,16317.50,0.00
12035,0,5.00,715.00,18642.60,1.00
12036,0,2.00,470.00,34957.50,0.00
12037,0,6.00,-1418.00,14678.33,0.00
12038,0,3.00,440.00,23902.67,0.00
12039,0,4.00,-75.00,19024.00,0.00
12040,0,5.00,237.00,19477.00,0.00
12041,0,4.00,370.00,21706.50,0.00
12042,0,6.00,-865.00,14529.33,0.00
12043,1,5.00,-51.00,12721.00,1.00
12044,0,4.00,-34.00,18294.00,0.00
12045,1,5.00,-51.00,16625.40,0.00
12046,1,4.00,-77.00,17488.75,0.00
12047,0,4.00,778.00,20777.25,0.00
12048,0,2.00,-798.00,34990.50,0.00
12049,0,5.00,441.00,13697.80,1.00
12050,0,3.00,-135.00,17876.33,0.00
12051,0,5.00,-788.00,12139.80,0.00
12052,0,6.00,7.00,13152.50,0.00
12053,0,5.00,269.00,11465.20,0.00
12054,1,5.00,0.00,14486.20,0.00
12055,0,5.00,557.00,15807.80,0.00
12056,0,3.00,-207.00,19782.33,0.00
12057,0,5.00,584.00,12201.00,0.00
12058,0,5.00,378.00,14513.80,0.00
12059,0,3.00,360.00,25400.67,0.00
12060,0,5.00,461.00,14015.60,0.00
12061,1,5.00,-39.00,14717.20,0.00
12062,0,4.00,264.00,19870.50,0.00
12063,0,3.00,-87.00,28430.67,0.00
12064,0,3.00,-222.00,30177.00,0.00
12065,0,5.00,587.00,12424.20,0.00
12066,0,2.00,-384.00,43512.00,0.00
12067,0,2.00,813.00,28961.50,0.00
12068,1,5.00,489.00,16148.60,0.00
12069,0,5.00,-1211.00,16453.40,0.00
12070,0,4.00,1029.00,18596.00,1.00
12071,0,2.00,360.00,42801.50,0.00
12072,0,4.00,-120.00,22765.25,1.00
12073,0,6.00,0.00,13605.00,1.00
12074,0,2.00,175.00,28200.50,0.00
12075,1,3.00,0.00,22007.00,0.00
12076,0,4.00,-277.00,22050.25,0.00
12077,0,3.00,447.00,29424.33,0.00
12078,0,3.00,735.00,25627.00,0.00
12079,0,6.00,295.00,11879.17,0.00
12080,0,6.00,10.00,15795.83,0.00
12081,0,2.00,298.00,44169.00,0.00
12082,0,2.00,-1113.00,36405.50,0.00
12083,0,5.00,-540.00,15262.40,0.00
12084,0,3.00,-19.00,28730.00,0.00
12085,0,4.00,788.00,23757.50,0.00
12086,0,5.00,-1029.00,14245.60,0.00
12087,1,3.00,0.00,28131.00,0.00
12088,0,3.00,921.00,26221.67,0.00
12089,1,5.00,0.00,9027.60,0.00
12090,0,3.00,-362.00,27501.00,0.00
12091,0,6.00,579.00,12801.83,1.00
12092,0,2.00,-721.00,30325.00,0.00
12093,0,3.00,-149.00,28803.00,1.00
12094,0,7.00,163.00,13292.57,0.00
12095,0,6.00,66.00,11220.00,0.00
12096,0,6.00,-38.00,9179.50,1.00
12097,0,4.00,-103.00,18319.75,0.00
12098,0,2.00,-336.00,37109.50,0.00
12099,0,2.00,1286.00,42577.00,0.00
12100,0,3.00,663.00,24016.00,0.00
12101,0,5.00,-7.00,16432.40,0.00
12102,0,7.00,-573.00,10450.71,0.00
12103,0,2.00,32.00,31140.00,0.00
12104,0,4.00,-1011.00,16131.50,0.00
12105,0,4.00,-575.00,14327.25,0.00
12106,0,6.00,134.00,15447.50,0.00
12107,0,2.00,-1183.00,46956.00,0.00
12108,0,5.00,36.00,17530.00,0.00
12109,0,4.00,268.00,24240.25,0.00
12110,0,2.00,-676.00,32213.50,0.00
12111,0,6.00,407.00,12022.67,0.00
12112,0,5.00,86.00,13207.20,1.00
12113,0,4.00,-213.00,16494.50,0.00
12114,0,6.00,187.00,15939.67,0.00
12115,1,5.00,-49.00,17444.40,0.00
12116,1,5.00,-183.00,16448.00,0.00
12117,0,4.00,-608.00,15286.25,0.00
12118,0,5.00,260.00,11256.40,0.00
12119,0,4.00,-564.00,14026.50,0.00
12120,0,3.00,227.00,16990.00,0.00
12121,0,2.00,-2549.00,42665.50,0.00
12122,0,2.00,-220.00,27778.50,0.00
12123,0,3.00,-1623.00,23557.67,0.00
12124,0,2.00,-15.00,29080.00,0.00
12125,1,4.00,209.00,19278.25,0.00
12126,0,4.00,-807.00,20410.50,0.00
12127,0,2.00,-269.00,31458.50,0.00
12128,0,1.00,-657.00,70533.00,0.00
12129,0,6.00,-223.00,16415.50,0.00
12130,1,3.00,-21.00,30158.00,0.00
12131,0,7.00,59.00,12619.57,0.00
12132,1,6.00,-191.00,12718.00,0.00
12133,0,3.00,-492.00,18045.00,0.00
12134,0,3.00,-28.00,24517.00,0.00
12135,0,5.00,1297.00,14125.20,0.00
12136,0,5.00,310.00,13469.40,0.00
12137,0,2.00,-1216.00,49292.50,0.00
12138,0,5.00,-652.00,12640.40,0.00
12139,0,4.00,-496.00,21083.75,0.00
12140,0,4.00,-162.00,13417.50,1.00
12141,0,4.00,175.00,17664.50,0.00
12142,0,3.00,401.00,23175.33,0.00
12143,0,4.00,-560.00,19825.25,0.00
12144,0,5.00,-1918.00,17673.80,0.00
12145,0,7.00,-75.00,10765.86,0.00
12146,0,3.00,-492.00,31045.67,0.00
12147,1,3.00,148.00,25535.00,0.00
12148,0,4.00,-186.00,17383.25,0.00
12149,0,9.00,944.00,12151.78,0.00
12150,0,3.00,-78.00,27502.67,0.00
12151,0,6.00,171.00,15177.17,0.00
12152,0,6.00,300.00,11126.33,0.00
12153,0,4.00,936.00,22606.00,0.00
12154,0,5.00,376.00,14958.60,0.00
12155,0,4.00,-985.00,20627.25,0.00
12156,0,3.00,408.00,31318.00,0.00
12157,0,3.00,-622.00,32984.00,0.00
12158,0,5.00,-223.00,16138.20,0.00
12159,0,4.00,-1153.00,20381.50,0.00
12160,0,4.00,-50.00,19478.00,0.00
12161,0,2.00,-402.00,39120.00,0.00
12162,0,2.00,-966.00,43393.00,0.00
12163,0,3.00,-1092.00,26643.67,0.00
12164,0,5.00,116.00,10875.60,0.00
12165,1,3.00,-239.00,24451.67,0.00
12166,0,6.00,-1337.00,10664.83,0.00
12167,0,6.00,-563.00,14782.17,0.00
12168,0,3.00,170.00,29976.67,0.00
12169,0,6.00,-182.00,13701.17,0.00
12170,0,3.00,700.00,28057.00,0.00
12171,0,3.00,190.00,19938.67,0.00
12172,0,6.00,-852.00,14163.83,0.00
12173,0,2.00,-1389.00,32629.00,0.00
12174,0,6.00,798.00,13817.83,0.00
12175,0,5.00,-66.00,15617.40,0.00
12176,0,7.00,497.00,9325.29,0.00
12177,1,4.00,0.00,20837.00,0.00
12178,0,3.00,376.00,18017.67,0.00
12179,0,2.00,23.00,47900.00,0.00
12180,0,5.00,-486.00,11794.60,0.00
12181,0,4.00,-216.00,18960.50,1.00
12182,0,3.00,-904.00,24501.33,0.00
12183,0,3.00,530.00,29040.00,0.00
12184,0,2.00,-811.00,36255.00,0.00
12185,0,2.00,-390.00,39767.00,0.00
12186,0,2.00,-647.00,24710.50,0.00
12187,0,4.00,-631.00,18870.25,0.00
12188,0,5.00,-496.00,15745.80,0.00
12189,0,3.00,-1210.00,24332.67,0.00
12190,0,4.00,-369.00,16512.75,0.00
12191,0,4.00,119.00,15324.25,0.00
12192,0,7.00,720.00,8939.43,0.00
12193,0,4.00,-296.00,15341.25,0.00
12194,0,4.00,-575.00,13746.00,0.00
12195,0,3.00,-204.00,22953.00,0.00
12196,0,5.00,0.00,17020.80,0.00
12197,0,5.00,-812.00,16126.20,0.00
12198,0,3.00,-514.00,26576.33,0.00
12199,0,4.00,-213.00,11972.25,0.00
12200,0,5.00,-758.00,9859.00,0.00
12201,0,3.00,-1112.00,27935.33,0.00
12202,0,4.00,-3208.00,16662.50,0.00
12203,1,6.00,0.00,11931.00,0.00
12204,0,3.00,0.00,18073.33,0.00
12205,0,4.00,0.00,15088.50,0.00
12206,0,5.00,0.00,10180.20,0.00
12207,0,3.00,0.00,26637.33,0.00
12208,0,4.00,0.00,18320.00,0.00
12209,0,3.00,0.00,15085.67,0.00
12210,0,5.00,0.00,13088.00,0.00
12211,0,3.00,0.00,28243.67,0.00
12212,0,4.00,0.00,10587.75,0.00
12213,0,3.00,0.00,13162.33,0.00
12214,0,2.00,0.00,39441.50,0.00
12215,0,4.00,0.00,11059.00,0.00
12216,0,3.00,0.00,29931.67,0.00
12217,0,5.00,0.00,13536.20,0.00
12218,0,4.00,0.00,17176.75,0.00
12219,1,5.00,0.00,14215.60,0.00
12220,0,2.00,0.00,19648.50,1.00
12221,0,2.00,0.00,34425.50,0.00
12222,1,3.00,0.00,25267.67,0.00
12223,0,4.00,0.00,17549.25,0.00
12224,0,2.00,0.00,27061.50,0.00
12225,0,3.00,0.00,26852.67,1.00
12226,0,3.00,0.00,20713.67,0.00
12227,0,4.00,0.00,21422.75,0.00
12228,0,5.00,0.00,12838.20,0.00
12229,0,4.00,0.00,10458.75,0.00
12230,1,4.00,0.00,14693.25,0.00
12231,0,4.00,0.00,12225.00,0.00
12232,0,3.00,0.00,19362.33,0.00
12233,0,5.00,0.00,11493.00,0.00
12234,0,3.00,0.00,24803.33,0.00
12235,0,4.00,0.00,21467.25,0.00
12236,0,3.00,0.00,15198.67,0.00
12237,0,3.00,0.00,20893.33,0.00
12238,0,3.00,0.00,23350.33,0.00
12239,0,3.00,-34.00,23466.33,0.00
12240,0,2.00,0.00,25570.00,0.00
12241,0,4.00,0.00,15563.75,0.00
12242,0,2.00,0.00,27273.00,0.00
12243,0,3.00,0.00,25868.67,0.00
12244,0,3.00,0.00,22792.67,0.00
12245,0,3.00,0.00,21076.33,0.00
12246,0,3.00,0.00,20228.00,0.00
12247,0,3.00,0.00,23724.00,0.00
12248,0,3.00,0.00,15177.33,0.00
12249,0,4.00,0.00,10762.00,0.00
12250,0,4.00,0.00,17897.50,0.00
12251,0,4.00,0.00,14850.00,0.00
12252,0,6.00,0.00,8844.50,0.00
12253,0,4.00,0.00,12452.25,0.00
12254,0,4.00,0.00,11678.00,0.00
12255,0,5.00,0.00,6384.40,0.00
12256,0,3.00,0.00,17352.00,0.00
12257,0,3.00,0.00,23403.67,0.00
12258,0,3.00,0.00,23631.33,0.00
12259,0,3.00,0.00,19464.00,0.00
12260,0,4.00,0.00,15099.50,0.00
12261,0,5.00,0.00,14798.60,0.00
12262,0,6.00,0.00,11062.83,0.00
12263,0,3.00,0.00,21612.67,0.00
12264,0,3.00,0.00,16870.00,0.00
12265,0,3.00,0.00,28695.00,0.00
12266,0,3.00,0.00,24375.33,0.00
12267,0,5.00,0.00,8301.00,0.00
12268,0,4.00,0.00,10169.00,0.00
12269,0,4.00,0.00,12203.50,0.00
12270,0,5.00,0.00,9266.60,0.00
12271,0,3.00,0.00,25330.00,0.00
12272,0,4.00,0.00,18203.00,0.00
12273,0,3.00,268.00,21728.00,0.00
12274,0,3.00,0.00,23787.33,0.00
12275,0,4.00,0.00,10911.50,0.00
12276,0,4.00,0.00,12967.00,0.00
12277,0,3.00,0.00,14005.33,0.00
12278,0,4.00,0.00,19243.75,0.00
12279,0,3.00,0.00,26639.00,0.00
12280,0,4.00,0.00,15478.50,0.00
12281,0,6.00,0.00,11945.83,0.00
12282,0,2.00,0.00,27025.00,0.00
12283,0,2.00,0.00,33846.00,0.00
12284,0,5.00,0.00,13538.20,0.00
12285,1,5.00,0.00,14456.00,0.00
12286,0,3.00,0.00,19144.33,0.00
12287,0,4.00,-187.00,15652.75,0.00
12288,1,4.00,0.00,17787.75,0.00
12289,0,4.00,0.00,14745.75,0.00
12290,0,3.00,0.00,23788.00,0.00
12291,0,2.00,0.00,24801.50,0.00
12292,0,3.00,0.00,29980.67,0.00
12293,0,3.00,57.00,23580.67,0.00
12294,0,3.00,0.00,25149.33,0.00
12295,0,3.00,0.00,19809.00,0.00
12296,0,3.00,0.00,23245.33,0.00
12297,0,4.00,0.00,11721.00,0.00
12298,1,4.00,0.00,13556.00,0.00
12299,1,3.00,0.00,16935.00,0.00
12300,0,3.00,0.00,26518.67,0.00
12301,0,3.00,0.00,18244.67,0.00
12302,0,6.00,-497.00,14529.00,0.00
12303,0,4.00,0.00,10953.00,0.00
12304,0,3.00,0.00,24691.00,0.00
12305,0,5.00,0.00,15707.20,0.00
12306,0,3.00,-578.00,27525.67,0.00
12307,0,4.00,0.00,21999.00,0.00
12308,0,3.00,0.00,25922.67,0.00
12309,0,4.00,0.00,11086.25,0.00
12310,0,3.00,12.00,22958.33,0.00
12311,0,2.00,0.00,34300.00,0.00
12312,0,3.00,0.00,26444.00,0.00
12313,0,3.00,0.00,17394.00,0.00
12314,0,6.00,0.00,9389.83,0.00
12315,1,4.00,0.00,18264.00,0.00
12316,0,3.00,0.00,16607.67,0.00
12317,1,5.00,0.00,13897.20,0.00
12318,0,4.00,-39.00,17674.25,0.00
12319,0,5.00,0.00,16197.00,0.00
12320,0,3.00,0.00,26007.33,0.00
12321,0,6.00,0.00,14339.00,0.00
12322,0,4.00,-489.00,12674.00,0.00
12323,0,3.00,0.00,20172.00,0.00
12324,0,3.00,0.00,17447.67,0.00
12325,0,4.00,0.00,14747.75,0.00
12326,0,3.00,0.00,18766.33,0.00
12327,0,2.00,0.00,35534.50,0.00
12328,0,1.00,0.00,77207.00,0.00
12329,0,2.00,0.00,43320.00,0.00
12330,0,3.00,-415.00,17773.33,0.00
12331,0,3.00,-487.00,26350.00,0.00
12332,0,3.00,-109.00,22150.67,0.00
12333,0,4.00,0.00,20067.25,0.00
12334,0,5.00,-185.00,12333.60,0.00
12335,1,4.00,0.00,15226.75,0.00
12336,0,5.00,699.00,17836.20,0.00
12337,0,4.00,-111.00,15952.25,0.00
12338,0,5.00,-562.00,18128.00,0.00
12339,0,3.00,0.00,25704.67,0.00
12340,0,3.00,-277.00,22696.33,0.00
12341,1,4.00,202.00,19274.00,0.00
12342,0,2.00,-31.00,27958.00,0.00
12343,1,1.00,148.00,47571.00,0.00
12344,0,3.00,843.00,24726.67,0.00
12345,0,3.00,1155.00,18290.67,0.00
12346,0,5.00,-204.00,11792.60,0.00
12347,0,1.00,148.00,47721.00,0.00
12348,1,1.00,0.00,55017.00,0.00
12349,0,3.00,-39.00,27050.00,0.00
12350,0,4.00,22.00,16168.75,0.00
12351,0,7.00,-710.00,11400.71,0.00
12352,0,4.00,124.00,18930.75,0.00
12353,0,5.00,-200.00,14088.60,0.00
12354,0,5.00,377.00,13292.60,0.00
12355,0,5.00,153.00,9452.60,0.00
12356,0,4.00,-1176.00,13510.75,0.00
12357,0,4.00,46.00,8983.00,0.00
12358,0,3.00,35.00,26557.67,0.00
12359,0,2.00,-606.00,28742.50,0.00
12360,0,4.00,1574.00,10345.75,0.00
12361,0,3.00,1518.00,24924.33,0.00
12362,0,3.00,398.00,29613.67,0.00
12363,0,3.00,976.00,25198.00,0.00
12364,0,3.00,-129.00,19133.00,0.00
12365,0,4.00,670.00,14466.50,0.00
12366,0,3.00,-232.00,20899.67,0.00
12367,0,5.00,-195.00,17328.40,0.00
12368,0,3.00,-278.00,20662.67,0.00
12369,0,5.00,-817.00,13737.00,0.00
12370,0,4.00,1282.00,16325.00,0.00
12371,0,6.00,1042.00,12104.00,0.00
12372,0,3.00,365.00,27617.00,0.00
12373,0,1.00,-744.00,51379.00,0.00
12374,0,3.00,1024.00,28783.00,0.00
12375,0,8.00,460.00,10402.75,0.00
12376,0,4.00,621.00,20924.50,0.00
12377,0,2.00,-452.00,36359.50,0.00
12378,0,2.00,399.00,41474.00,0.00
12379,0,3.00,-232.00,28041.67,0.00
12380,0,6.00,233.00,16191.83,0.00
12381,0,6.00,-528.00,15284.50,0.00
12382,0,4.00,-265.00,15927.50,0.00
12383,0,4.00,-120.00,14116.75,0.00
12384,0,7.00,-137.00,7917.00,0.00
12385,0,6.00,-12.00,10516.17,0.00
12386,0,4.00,199.00,14020.00,0.00
12387,0,4.00,491.00,19848.25,0.00
12388,0,3.00,-134.00,16716.67,0.00
12389,0,6.00,1331.00,12432.67,0.00
12390,0,3.00,0.00,12405.67,0.00
12391,0,4.00,-593.00,22213.75,0.00
12392,0,5.00,49.00,12971.20,1.00
12393,0,6.00,-207.00,13215.00,0.00
12394,0,5.00,918.00,16819.40,0.00
12395,0,2.00,-642.00,41331.00,0.00
12396,0,2.00,-59.00,23265.50,0.00
12397,1,5.00,-14.00,14401.40,0.00
12398,0,4.00,65.00,16156.50,0.00
12399,1,5.00,336.00,10420.40,0.00
12400,0,4.00,579.00,10702.25,0.00
12401,1,5.00,842.00,14108.20,0.00
12402,0,4.00,-221.00,19404.50,0.00
12403,0,6.00,-275.00,11114.17,0.00
12404,0,4.00,1177.00,14691.00,0.00
12405,0,4.00,659.00,17808.25,0.00
12406,0,4.00,307.00,15117.75,0.00
12407,1,4.00,7.00,11691.50,0.00
12408,1,4.00,1120.00,18518.25,0.00
12409,0,7.00,-235.00,9609.29,0.00
12410,0,6.00,315.00,11306.83,0.00
12411,0,4.00,205.00,17095.75,0.00
12412,0,5.00,77.00,12537.00,0.00
12413,0,4.00,-231.00,16537.00,0.00
12414,0,2.00,610.00,23135.50,0.00
12415,0,5.00,-185.00,7372.00,0.00
12416,1,3.00,-311.00,25015.00,0.00
12417,0,3.00,29.00,24320.00,0.00
12418,1,5.00,1109.00,14953.80,0.00
12419,0,3.00,394.00,22663.00,0.00
12420,0,4.00,197.00,10432.50,0.00
