IsBadBuy,VehicleAge,PriceDifferential, UsageIntensity ,IsManual
0.00,1.00,-246.00," 44,232.00 ",0.00
0.00,3.00,375.00," 24,878.33 ",0.00
0.00,3.00,678.00," 26,575.00 ",0.00
0.00,3.00,324.00," 26,702.67 ",0.00
0.00,3.00,-61.00," 21,031.33 ",0.00
0.00,3.00,-186.00," 22,197.00 ",0.00
0.00,3.00,-8.00," 27,326.00 ",0.00
0.00,3.00,-591.00," 20,910.67 ",0.00
0.00,4.00,-464.00," 20,842.50 ",0.00
0.00,4.00,164.00," 21,728.50 ",0.00
0.00,3.00,-181.00," 19,462.33 ",0.00
0.00,3.00,310.00," 23,716.67 ",0.00
0.00,5.00,74.00," 7,385.20 ",0.00
0.00,3.00,1617.00," 25,373.00 ",0.00
0.00,4.00,-260.00," 13,737.75 ",0.00
0.00,4.00,100.00," 19,284.00 ",0.00
0.00,2.00,457.00," 36,404.50 ",0.00
0.00,6.00,-111.00," 14,701.33 ",0.00
0.00,6.00,155.00," 11,618.17 ",0.00
0.00,2.00,-2172.00," 42,940.50 ",0.00
0.00,3.00,-206.00," 17,790.00 ",0.00
1.00,6.00,-189.00," 15,714.83 ",0.00
0.00,7.00,240.00," 13,504.29 ",0.00
0.00,8.00,-166.00," 8,986.00 ",0.00
0.00,3.00,36.00," 14,391.67 ",0.00
0.00,2.00,-461.00," 32,542.50 ",0.00
0.00,3.00,-86.00," 23,730.33 ",0.00
0.00,4.00,9.00," 20,408.25 ",0.00
0.00,5.00,84.00," 17,036.20 ",0.00
0.00,2.00,-12.00," 42,489.00 ",0.00
0.00,2.00,-451.00," 41,936.50 ",0.00
0.00,3.00,275.00," 23,114.67 ",0.00
1.00,6.00,146.00," 12,498.67 ",0.00
0.00,3.00,295.00," 24,999.67 ",0.00
0.00,5.00,1013.00," 10,840.00 ",0.00
0.00,3.00,-408.00," 17,227.67 ",0.00
0.00,2.00,-1931.00," 34,410.00 ",0.00
0.00,5.00,514.00," 16,235.20 ",0.00
0.00,4.00,135.00," 14,592.00 ",0.00
0.00,2.00,-2437.00," 29,910.50 ",0.00
0.00,6.00,542.00," 10,345.33 ",0.00
0.00,2.00,-2045.00," 36,288.50 ",0.00
0.00,6.00,-397.00," 16,096.83 ",0.00
0.00,2.00,250.00," 24,361.50 ",0.00
0.00,4.00,-160.00," 21,395.25 ",0.00
0.00,5.00,886.00," 18,303.60 ",0.00
1.00,7.00,0.00," 10,950.43 ",0.00
0.00,2.00,-183.00," 30,244.00 ",0.00
0.00,4.00,36.00," 18,827.00 ",0.00
0.00,4.00,1017.00," 19,152.75 ",0.00
0.00,4.00,315.00," 22,021.00 ",0.00
0.00,4.00,-180.00," 23,815.50 ",1.00
0.00,2.00,71.00," 29,889.00 ",0.00
0.00,6.00,-485.00," 13,250.33 ",0.00
0.00,4.00,-782.00," 21,960.50 ",0.00
0.00,2.00,-617.00," 29,142.00 ",1.00
0.00,6.00,-422.00," 17,391.67 ",0.00
1.00,7.00,0.00," 12,180.86 ",0.00
0.00,3.00,57.00," 17,318.33 ",1.00
1.00,5.00,-282.00," 12,614.20 ",0.00
0.00,3.00,49.00," 26,738.33 ",0.00
0.00,6.00,352.00," 14,577.67 ",0.00
0.00,5.00,711.00," 17,836.60 ",0.00
0.00,2.00,561.00," 25,504.00 ",0.00
0.00,5.00,662.00," 11,825.60 ",1.00
0.00,3.00,208.00," 16,896.67 ",0.00
0.00,5.00,409.00," 13,997.60 ",0.00
0.00,4.00,403.00," 18,694.00 ",0.00
0.00,9.00,-60.00," 9,745.00 ",0.00
0.00,6.00,161.00," 14,588.00 ",0.00
0.00,3.00,12.00," 16,223.67 ",0.00
0.00,5.00,475.00," 16,677.20 ",0.00
1.00,7.00,-307.00," 11,034.00 ",0.00
0.00,8.00,86.00," 10,632.50 ",0.00
0.00,5.00,238.00," 14,782.20 ",0.00
0.00,6.00,-548.00," 12,283.00 ",0.00
0.00,7.00,-626.00," 11,283.71 ",0.00
1.00,7.00,66.00," 15,384.57 ",0.00
0.00,2.00,161.00," 43,393.50 ",0.00
0.00,5.00,1559.00," 16,708.00 ",0.00
0.00,7.00,135.00," 9,367.43 ",0.00
0.00,8.00,235.00," 8,804.25 ",0.00
0.00,8.00,120.00," 11,246.25 ",0.00
0.00,4.00,279.00," 17,681.75 ",0.00
0.00,5.00,-425.00," 13,457.80 ",0.00
0.00,2.00,-946.00," 23,509.50 ",0.00
1.00,7.00,0.00," 13,543.86 ",0.00
0.00,5.00,-935.00," 18,481.40 ",0.00
0.00,5.00,-199.00," 13,293.80 ",0.00
0.00,5.00,-191.00," 17,857.00 ",0.00
0.00,6.00,-17.00," 17,631.67 ",0.00
0.00,9.00,-153.00," 4,262.78 ",0.00
0.00,3.00,-5502.00," 30,248.00 ",0.00
0.00,4.00,-300.00," 23,389.75 ",0.00
0.00,6.00,261.00," 14,249.00 ",1.00
1.00,7.00,910.00," 12,986.43 ",0.00
1.00,5.00,208.00," 21,830.40 ",1.00
0.00,4.00,-6029.00," 18,026.00 ",0.00
1.00,8.00,345.00," 8,889.00 ",0.00
0.00,4.00,-827.00," 21,034.00 ",0.00
1.00,5.00,479.00," 16,060.60 ",0.00
0.00,5.00,-480.00," 18,137.20 ",0.00
0.00,4.00,-9234.00," 18,711.25 ",1.00
0.00,8.00,-833.00," 12,188.00 ",0.00
1.00,4.00,290.00," 17,830.00 ",0.00
1.00,5.00,-92.00," 14,658.00 ",1.00
0.00,5.00,-1107.00," 16,859.40 ",0.00
0.00,6.00,-300.00," 12,832.00 ",0.00
1.00,5.00,-46.00," 21,045.60 ",0.00
0.00,7.00,-877.00," 13,372.57 ",0.00
0.00,3.00,829.00," 27,279.67 ",0.00
0.00,6.00,-201.00," 16,165.67 ",0.00
0.00,3.00,-382.00," 25,968.67 ",0.00
1.00,7.00,-15.00," 13,197.29 ",0.00
0.00,6.00,-400.00," 9,802.50 ",0.00
0.00,5.00,-890.00," 19,879.80 ",0.00
0.00,3.00,147.00," 21,048.00 ",1.00
0.00,3.00,374.00," 29,483.33 ",0.00
0.00,5.00,-30.00," 19,422.60 ",0.00
1.00,6.00,-363.00," 14,073.67 ",0.00
0.00,6.00,-373.00," 16,379.33 ",0.00
0.00,4.00,-739.00," 21,891.25 ",0.00
1.00,6.00,582.00," 12,214.00 ",0.00
0.00,7.00,1348.00," 12,725.29 ",0.00
0.00,7.00,459.00," 13,274.14 ",0.00
0.00,4.00,808.00," 18,056.00 ",0.00
0.00,4.00,516.00," 23,374.00 ",0.00
0.00,6.00,-202.00," 10,134.67 ",0.00
1.00,3.00,-329.00," 24,415.00 ",0.00
0.00,1.00,-30.00," 50,748.00 ",0.00
0.00,3.00,1095.00," 27,809.00 ",0.00
0.00,3.00,246.00," 19,692.00 ",0.00
0.00,5.00,1141.00," 17,349.80 ",0.00
1.00,7.00,-66.00," 7,453.29 ",0.00
1.00,2.00,-256.00," 22,589.00 ",0.00
0.00,4.00,-4.00," 19,079.25 ",1.00
0.00,5.00,-117.00," 15,997.00 ",0.00
1.00,3.00,-414.00," 19,863.00 ",0.00
0.00,4.00,492.00," 18,568.25 ",0.00
1.00,4.00,-1005.00," 22,753.25 ",0.00
0.00,6.00,-310.00," 9,557.83 ",0.00
1.00,4.00,-296.00," 13,868.50 ",0.00
0.00,4.00,-953.00," 18,457.50 ",0.00
0.00,2.00,1586.00," 35,184.00 ",0.00
1.00,5.00,623.00," 15,001.20 ",0.00
0.00,3.00,708.00," 17,245.33 ",0.00
0.00,5.00,-115.00," 12,105.40 ",0.00
0.00,3.00,192.00," 16,792.33 ",0.00
0.00,4.00,-525.00," 15,775.75 ",0.00
1.00,4.00,96.00," 9,907.25 ",0.00
1.00,3.00,0.00," 24,333.67 ",0.00
1.00,7.00,-24.00," 10,916.71 ",0.00
0.00,5.00,273.00," 16,543.00 ",0.00
0.00,4.00,456.00," 15,307.25 ",0.00
1.00,3.00,3.00," 29,148.33 ",0.00
0.00,4.00,296.00," 24,441.25 ",0.00
0.00,5.00,522.00," 16,613.20 ",0.00
1.00,5.00,-17.00," 12,168.80 ",0.00
0.00,7.00,49.00," 12,959.86 ",0.00
1.00,3.00,-10.00," 24,333.67 ",0.00
0.00,4.00,365.00," 22,423.25 ",0.00
0.00,2.00,-1403.00," 30,726.50 ",0.00
1.00,4.00,-104.00," 14,836.00 ",0.00
0.00,3.00,459.00," 26,483.67 ",0.00
0.00,2.00,-387.00," 41,434.50 ",0.00
0.00,2.00,-313.00," 33,007.50 ",0.00
0.00,2.00,-1669.00," 39,376.00 ",0.00
0.00,2.00,-93.00," 35,857.00 ",0.00
0.00,4.00,94.00," 12,174.00 ",0.00
0.00,2.00,-612.00," 25,127.00 ",0.00
1.00,3.00,-998.00," 28,117.67 ",0.00
0.00,3.00,-27.00," 25,573.67 ",0.00
0.00,3.00,67.00," 26,656.00 ",0.00
1.00,2.00,303.00," 42,833.50 ",0.00
0.00,4.00,361.00," 21,612.00 ",0.00
0.00,3.00,50.00," 17,196.00 ",0.00
0.00,2.00,-1318.00," 28,454.50 ",0.00
0.00,4.00,1013.00," 18,415.25 ",0.00
0.00,4.00,289.00," 14,251.75 ",0.00
0.00,5.00,910.00," 13,714.00 ",0.00
0.00,3.00,346.00," 22,278.67 ",0.00
0.00,4.00,1127.00," 15,371.25 ",0.00
1.00,4.00,0.00," 14,134.25 ",0.00
0.00,7.00,294.00," 12,114.43 ",0.00
0.00,3.00,-43.00," 31,782.33 ",0.00
0.00,6.00,-376.00," 9,775.50 ",0.00
0.00,4.00,443.00," 21,218.75 ",0.00
1.00,6.00,0.00," 14,164.17 ",0.00
0.00,3.00,129.00," 22,273.00 ",0.00
0.00,2.00,1776.00," 37,232.50 ",0.00
0.00,5.00,-385.00," 17,977.00 ",0.00
0.00,5.00,-471.00," 17,278.60 ",0.00
0.00,2.00,-454.00," 19,321.00 ",0.00
1.00,3.00,0.00," 21,945.67 ",0.00
0.00,4.00,-194.00," 11,190.00 ",0.00
1.00,3.00,0.00," 18,560.00 ",0.00
1.00,4.00,0.00," 15,477.00 ",0.00
0.00,4.00,49.00," 20,559.75 ",0.00
0.00,5.00,1537.00," 10,341.60 ",0.00
0.00,4.00,-48.00," 13,642.00 ",0.00
0.00,5.00,-203.00," 16,460.00 ",0.00
1.00,2.00,-394.00," 38,261.00 ",0.00
0.00,5.00,-63.00," 18,248.40 ",0.00
0.00,6.00,-313.00," 11,663.33 ",0.00
1.00,7.00,-131.00," 11,696.29 ",0.00
0.00,3.00,736.00," 28,307.33 ",0.00
0.00,4.00,39.00," 20,798.25 ",0.00
0.00,6.00,511.00," 14,795.00 ",0.00
0.00,6.00,83.00," 10,366.33 ",0.00
1.00,3.00,735.00," 24,128.00 ",0.00
0.00,3.00,101.00," 17,482.33 ",0.00
1.00,7.00,0.00," 11,695.71 ",0.00
1.00,1.00,0.00," 43,324.00 ",0.00
1.00,2.00,0.00," 26,268.00 ",0.00
1.00,4.00,0.00," 14,134.25 ",0.00
0.00,4.00,319.00," 14,943.50 ",0.00
0.00,3.00,181.00," 26,158.33 ",0.00
0.00,3.00,418.00," 27,568.67 ",0.00
0.00,5.00,-215.00," 8,107.60 ",0.00
0.00,4.00,-332.00," 16,065.25 ",0.00
0.00,5.00,407.00," 15,343.20 ",0.00
1.00,3.00,225.00," 27,579.00 ",0.00
1.00,3.00,-672.00," 20,844.33 ",0.00
0.00,3.00,1034.00," 24,264.00 ",0.00
0.00,2.00,-1450.00," 30,654.50 ",0.00
0.00,4.00,279.00," 20,740.50 ",0.00
0.00,3.00,-1280.00," 20,351.00 ",0.00
0.00,3.00,-359.00," 25,418.00 ",0.00
0.00,2.00,-1061.00," 30,901.00 ",0.00
0.00,5.00,18.00," 17,796.00 ",0.00
0.00,4.00,-48.00," 21,439.75 ",0.00
1.00,5.00,262.00," 15,274.60 ",0.00
0.00,3.00,-371.00," 27,180.00 ",0.00
0.00,3.00,-896.00," 28,204.00 ",0.00
0.00,3.00,-461.00," 22,191.00 ",0.00
0.00,4.00,71.00," 20,056.25 ",0.00
0.00,3.00,387.00," 23,127.00 ",0.00
0.00,4.00,198.00," 21,446.25 ",0.00
0.00,2.00,-349.00," 37,114.00 ",1.00
0.00,4.00,149.00," 17,763.25 ",0.00
0.00,2.00,-624.00," 42,422.50 ",0.00
0.00,3.00,116.00," 11,986.67 ",0.00
0.00,7.00,535.00," 12,857.57 ",0.00
1.00,5.00,-296.00," 15,904.60 ",0.00
0.00,4.00,764.00," 19,260.75 ",0.00
0.00,8.00,20.00," 6,696.88 ",0.00
0.00,4.00,875.00," 13,625.25 ",0.00
0.00,8.00,142.00," 11,900.00 ",0.00
0.00,6.00,-565.00," 15,544.50 ",0.00
1.00,7.00,81.00," 7,003.00 ",0.00
0.00,3.00,576.00," 24,708.00 ",0.00
0.00,6.00,-656.00," 9,038.50 ",0.00
0.00,4.00,471.00," 18,542.25 ",0.00
0.00,9.00,815.00," 9,612.89 ",0.00
0.00,7.00,89.00," 8,765.00 ",0.00
0.00,3.00,877.00," 31,550.67 ",0.00
0.00,4.00,263.00," 18,956.75 ",0.00
0.00,2.00,-38.00," 38,988.00 ",0.00
0.00,3.00,-32.00," 17,726.33 ",0.00
0.00,2.00,-84.00," 27,438.00 ",0.00
1.00,6.00,-311.00," 12,963.00 ",0.00
0.00,4.00,4073.00," 22,277.00 ",0.00
0.00,4.00,-4774.00," 21,889.25 ",0.00
0.00,7.00,-1467.00," 9,737.43 ",0.00
1.00,5.00,0.00," 15,042.40 ",0.00
1.00,2.00,0.00," 37,252.50 ",0.00
1.00,2.00,0.00," 44,484.00 ",0.00
1.00,3.00,0.00," 23,053.67 ",0.00
0.00,5.00,-549.00," 13,660.40 ",0.00
0.00,6.00,-620.00," 9,698.83 ",0.00
0.00,5.00,-741.00," 13,364.20 ",1.00
0.00,5.00,-1915.00," 17,574.20 ",0.00
0.00,8.00,-375.00," 8,566.88 ",0.00
0.00,4.00,-108.00," 14,774.75 ",0.00
0.00,4.00,283.00," 10,148.75 ",0.00
1.00,8.00,134.00," 10,920.38 ",0.00
0.00,9.00,-399.00," 10,220.00 ",0.00
0.00,9.00,81.00," 9,191.22 ",0.00
0.00,4.00,-132.00," 22,062.50 ",0.00
0.00,6.00,1186.00," 16,480.83 ",0.00
0.00,4.00,381.00," 17,035.75 ",0.00
0.00,5.00,-1031.00," 12,053.00 ",0.00
0.00,8.00,-632.00," 12,121.88 ",0.00
0.00,7.00,-367.00," 11,360.86 ",0.00
1.00,8.00,517.00," 13,320.63 ",0.00
0.00,5.00,510.00," 13,447.80 ",0.00
0.00,9.00,-225.00," 9,841.33 ",0.00
0.00,8.00,-415.00," 9,629.88 ",0.00
0.00,4.00,-61.00," 13,952.50 ",0.00
0.00,3.00,-1609.00," 28,579.33 ",0.00
0.00,7.00,16.00," 10,118.71 ",0.00
0.00,2.00,935.00," 22,751.00 ",0.00
0.00,3.00,-45.00," 24,093.67 ",0.00
1.00,3.00,0.00," 14,728.33 ",0.00
0.00,2.00,500.00," 31,681.50 ",0.00
0.00,3.00,-86.00," 26,513.67 ",0.00
1.00,4.00,1078.00," 23,017.00 ",0.00
0.00,3.00,1189.00," 26,471.33 ",0.00
0.00,4.00,36.00," 17,304.25 ",0.00
0.00,4.00,-178.00," 15,286.75 ",0.00
0.00,4.00,-194.00," 17,539.50 ",1.00
0.00,3.00,-110.00," 23,010.00 ",0.00
0.00,4.00,-1332.00," 16,102.25 ",0.00
0.00,5.00,-53.00," 14,168.60 ",0.00
0.00,2.00,268.00," 43,565.50 ",0.00
1.00,5.00,-922.00," 11,775.40 ",0.00
0.00,3.00,638.00," 26,555.67 ",0.00
0.00,7.00,1621.00," 12,679.43 ",0.00
0.00,4.00,-1010.00," 22,072.50 ",0.00
0.00,3.00,-74.00," 16,680.33 ",0.00
0.00,4.00,699.00," 20,807.75 ",0.00
0.00,5.00,428.00," 15,728.00 ",0.00
0.00,3.00,-507.00," 22,709.33 ",0.00
0.00,2.00,-1078.00," 39,601.00 ",0.00
0.00,2.00,-965.00," 46,017.50 ",0.00
0.00,2.00,-2039.00," 36,853.50 ",0.00
0.00,2.00,1024.00," 44,788.50 ",0.00
0.00,2.00,-1889.00," 32,835.00 ",0.00
0.00,2.00,-11.00," 32,320.50 ",0.00
0.00,4.00,-372.00," 18,567.25 ",0.00
0.00,5.00,-1005.00," 11,896.80 ",0.00
0.00,2.00,577.00," 31,720.50 ",0.00
1.00,3.00,-1127.00," 27,040.67 ",0.00
0.00,3.00,-133.00," 22,353.33 ",0.00
0.00,2.00,157.00," 32,707.00 ",0.00
0.00,2.00,817.00," 22,123.50 ",0.00
0.00,2.00,-415.00," 42,442.00 ",0.00
0.00,3.00,94.00," 24,144.00 ",0.00
0.00,4.00,-34.00," 17,430.50 ",0.00
0.00,4.00,-221.00," 12,426.75 ",0.00
0.00,4.00,-34.00," 12,768.75 ",0.00
0.00,6.00,349.00," 11,280.33 ",0.00
0.00,3.00,-303.00," 15,616.33 ",0.00
0.00,3.00,-1284.00," 23,778.67 ",0.00
0.00,4.00,-448.00," 16,312.75 ",0.00
0.00,6.00,-1206.00," 12,140.83 ",0.00
0.00,5.00,392.00," 17,230.20 ",0.00
0.00,5.00,-429.00," 16,638.80 ",0.00
0.00,4.00,220.00," 16,485.25 ",0.00
0.00,4.00,-409.00," 15,095.75 ",0.00
0.00,7.00,534.00," 11,275.86 ",0.00
0.00,3.00,-496.00," 20,162.67 ",0.00
0.00,3.00,-615.00," 14,155.67 ",0.00
0.00,4.00,-709.00," 16,204.25 ",0.00
0.00,3.00,-455.00," 25,417.33 ",0.00
0.00,7.00,-301.00," 8,165.86 ",0.00
0.00,5.00,-217.00," 11,523.40 ",0.00
0.00,8.00,-127.00," 8,421.00 ",0.00
0.00,3.00,-1249.00," 18,782.33 ",0.00
0.00,3.00,-455.00," 19,716.67 ",0.00
0.00,3.00,-905.00," 21,395.33 ",0.00
0.00,4.00,142.00," 14,107.75 ",0.00
0.00,5.00,-25.00," 13,546.40 ",0.00
0.00,4.00,-755.00," 14,900.50 ",0.00
1.00,5.00,-562.00," 17,228.20 ",0.00
0.00,4.00,-385.00," 16,495.25 ",0.00
0.00,4.00,-534.00," 15,899.75 ",0.00
0.00,2.00,-697.00," 35,166.00 ",0.00
0.00,3.00,-363.00," 25,722.00 ",0.00
0.00,5.00,-1458.00," 13,342.40 ",0.00
0.00,3.00,-382.00," 28,716.67 ",0.00
0.00,4.00,88.00," 20,818.75 ",0.00
0.00,3.00,-864.00," 21,107.33 ",0.00
0.00,3.00,-866.00," 21,543.67 ",0.00
0.00,3.00,0.00," 22,634.00 ",0.00
0.00,6.00,-500.00," 12,754.00 ",0.00
0.00,3.00,-1366.00," 22,518.33 ",0.00
0.00,5.00,-244.00," 12,505.40 ",0.00
0.00,5.00,-953.00," 10,839.20 ",0.00
0.00,4.00,-2138.00," 13,736.50 ",0.00
1.00,3.00,-1519.00," 23,443.33 ",0.00
0.00,3.00,-331.00," 19,458.33 ",0.00
0.00,8.00,-59.00," 9,567.38 ",0.00
0.00,5.00,-871.00," 13,969.20 ",0.00
0.00,3.00,-516.00," 13,425.33 ",0.00
0.00,5.00,-429.00," 13,498.00 ",0.00
0.00,8.00,-1039.00," 7,547.25 ",0.00
0.00,2.00,130.00," 33,657.50 ",0.00
1.00,5.00,-424.00," 13,389.20 ",0.00
0.00,5.00,-1338.00," 14,305.40 ",0.00
0.00,3.00,-527.00," 24,636.00 ",0.00
0.00,5.00,-244.00," 15,771.40 ",0.00
0.00,4.00,-1090.00," 19,299.75 ",0.00
0.00,4.00,-416.00," 18,311.75 ",1.00
0.00,4.00,-551.00," 21,296.25 ",0.00
0.00,2.00,-2228.00," 36,897.50 ",0.00
0.00,6.00,-1922.00," 13,849.67 ",0.00
1.00,6.00,-8.00," 10,535.50 ",0.00
0.00,3.00,-761.00," 27,872.00 ",0.00
1.00,4.00,-36.00," 14,776.50 ",0.00
0.00,4.00,-574.00," 12,182.50 ",0.00
0.00,3.00,0.00," 24,625.67 ",0.00
0.00,3.00,139.00," 16,649.00 ",0.00
0.00,3.00,-611.00," 27,984.67 ",0.00
0.00,4.00,-752.00," 17,843.25 ",0.00
0.00,3.00,-856.00," 21,121.67 ",0.00
0.00,3.00,-877.00," 26,093.00 ",0.00
0.00,5.00,-179.00," 15,814.40 ",0.00
1.00,6.00,-1453.00," 14,977.17 ",0.00
0.00,4.00,138.00," 19,096.25 ",0.00
0.00,5.00,-367.00," 12,681.20 ",0.00
0.00,2.00,-302.00," 39,533.00 ",0.00
0.00,3.00,0.00," 9,362.67 ",0.00
0.00,3.00,-448.00," 25,243.00 ",0.00
0.00,3.00,1879.00," 20,497.67 ",0.00
0.00,4.00,-646.00," 18,466.00 ",0.00
0.00,3.00,-108.00," 13,984.67 ",0.00
0.00,5.00,-456.00," 16,223.60 ",0.00
0.00,4.00,-638.00," 16,903.00 ",0.00
0.00,2.00,252.00," 30,834.00 ",0.00
0.00,3.00,-662.00," 28,212.00 ",0.00
0.00,3.00,-560.00," 18,003.67 ",0.00
1.00,4.00,-1218.00," 17,587.25 ",0.00
0.00,5.00,-98.00," 10,737.00 ",0.00
0.00,6.00,-944.00," 13,093.00 ",0.00
0.00,3.00,-450.00," 18,026.67 ",0.00
0.00,4.00,-438.00," 16,532.75 ",1.00
0.00,3.00,-923.00," 22,617.33 ",0.00
1.00,3.00,-3672.00," 27,740.33 ",0.00
0.00,4.00,-711.00," 16,530.50 ",0.00
0.00,3.00,-537.00," 26,883.00 ",0.00
0.00,3.00,-2669.00," 27,035.67 ",0.00
0.00,4.00,-300.00," 20,323.00 ",0.00
0.00,3.00,-656.00," 20,212.33 ",0.00
0.00,7.00,-27.00," 10,355.43 ",0.00
0.00,2.00,-157.00," 22,594.50 ",0.00
0.00,6.00,-158.00," 14,615.67 ",0.00
0.00,3.00,3.00," 24,694.00 ",0.00
0.00,4.00,-192.00," 20,418.00 ",0.00
0.00,5.00,-421.00," 15,457.20 ",0.00
0.00,3.00,3325.00," 18,443.67 ",0.00
0.00,3.00,369.00," 24,653.33 ",0.00
0.00,4.00,-14.00," 18,262.25 ",0.00
0.00,4.00,-697.00," 15,905.25 ",0.00
0.00,5.00,-1254.00," 15,212.00 ",0.00
0.00,4.00,-1205.00," 12,128.75 ",0.00
0.00,5.00,-265.00," 14,147.80 ",0.00
0.00,4.00,-887.00," 15,193.75 ",0.00
0.00,3.00,-357.00," 25,529.67 ",0.00
0.00,4.00,-887.00," 15,733.75 ",0.00
0.00,5.00,-121.00," 12,254.00 ",0.00
0.00,3.00,-3668.00," 16,504.67 ",0.00
0.00,6.00,-285.00," 15,580.67 ",0.00
0.00,4.00,256.00," 9,076.25 ",0.00
0.00,3.00,265.00," 15,777.67 ",0.00
0.00,4.00,465.00," 22,454.75 ",0.00
0.00,4.00,-432.00," 20,705.00 ",0.00
0.00,5.00,-369.00," 17,058.40 ",0.00
0.00,4.00,321.00," 18,655.75 ",0.00
1.00,5.00,313.00," 16,223.40 ",0.00
0.00,5.00,-40.00," 15,297.80 ",0.00
0.00,4.00,164.00," 15,679.25 ",0.00
0.00,2.00,1707.00," 26,667.50 ",0.00
0.00,4.00,38.00," 17,522.75 ",0.00
0.00,5.00,6655.00," 15,439.00 ",0.00
0.00,4.00,109.00," 12,896.75 ",0.00
0.00,4.00,789.00," 11,941.50 ",0.00
1.00,4.00,271.00," 17,573.25 ",0.00
0.00,4.00,332.00," 16,015.00 ",0.00
0.00,3.00,141.00," 24,502.67 ",0.00
0.00,5.00,2454.00," 12,353.20 ",0.00
1.00,4.00,144.00," 12,056.00 ",0.00
0.00,5.00,-615.00," 9,522.00 ",0.00
0.00,4.00,0.00," 14,643.50 ",0.00
0.00,3.00,337.00," 16,715.33 ",0.00
0.00,2.00,5779.00," 35,393.00 ",0.00
0.00,8.00,-8194.00," 9,016.13 ",0.00
0.00,3.00,-1678.00," 16,058.33 ",0.00
0.00,5.00,-101.00," 15,045.60 ",0.00
0.00,6.00,-325.00," 13,944.67 ",0.00
0.00,5.00,-77.00," 15,059.60 ",0.00
0.00,3.00,2.00," 26,349.33 ",0.00
0.00,5.00,-136.00," 14,829.20 ",0.00
0.00,5.00,-2817.00," 12,270.00 ",0.00
0.00,5.00,1044.00," 14,956.20 ",0.00
0.00,5.00,-1167.00," 15,221.40 ",0.00
0.00,4.00,-132.00," 22,464.50 ",0.00
0.00,4.00,-1987.00," 16,237.50 ",0.00
0.00,5.00,-1471.00," 10,764.80 ",0.00
0.00,7.00,133.00," 10,255.43 ",0.00
0.00,4.00,511.00," 14,157.50 ",0.00
0.00,4.00,820.00," 21,636.25 ",0.00
0.00,4.00,-4143.00," 11,727.75 ",0.00
0.00,4.00,-132.00," 15,058.75 ",0.00
0.00,6.00,2066.00," 11,093.33 ",0.00
0.00,5.00,770.00," 13,019.20 ",0.00
0.00,2.00,-11.00," 44,290.00 ",0.00
0.00,3.00,-1569.00," 18,184.00 ",0.00
0.00,4.00,2540.00," 11,986.50 ",0.00
0.00,3.00,-1569.00," 13,777.33 ",0.00
0.00,7.00,1249.00," 9,423.00 ",0.00
0.00,5.00,477.00," 13,143.40 ",0.00
0.00,3.00,165.00," 20,932.33 ",0.00
0.00,4.00,-563.00," 10,734.50 ",0.00
0.00,4.00,57.00," 15,849.50 ",0.00
0.00,4.00,-747.00," 13,473.00 ",0.00
0.00,6.00,331.00," 9,594.50 ",0.00
0.00,4.00,-443.00," 16,895.75 ",0.00
0.00,5.00,105.00," 16,472.20 ",0.00
0.00,3.00,547.00," 15,857.00 ",0.00
0.00,6.00,-5101.00," 13,055.17 ",0.00
0.00,4.00,-438.00," 21,500.25 ",0.00
1.00,5.00,0.00," 19,600.00 ",0.00
1.00,3.00,592.00," 21,013.67 ",0.00
0.00,2.00,673.00," 30,677.50 ",0.00
0.00,3.00,166.00," 19,715.00 ",0.00
0.00,3.00,523.00," 27,929.33 ",0.00
1.00,6.00,2.00," 14,260.50 ",0.00
0.00,4.00,889.00," 21,333.25 ",0.00
1.00,3.00,-126.00," 25,393.00 ",0.00
0.00,3.00,-6768.00," 26,063.00 ",0.00
0.00,4.00,5459.00," 21,857.00 ",0.00
0.00,4.00,1331.00," 17,388.25 ",0.00
0.00,3.00,905.00," 18,984.00 ",0.00
0.00,5.00,451.00," 13,520.20 ",0.00
0.00,5.00,703.00," 14,635.60 ",0.00
0.00,6.00,8.00," 10,089.83 ",0.00
0.00,4.00,2665.00," 20,964.00 ",0.00
0.00,2.00,534.00," 34,088.50 ",0.00
0.00,4.00,-369.00," 13,446.00 ",0.00
0.00,6.00,20.00," 10,910.00 ",0.00
0.00,5.00,-2749.00," 15,783.60 ",0.00
0.00,4.00,-3547.00," 12,030.00 ",0.00
0.00,4.00,0.00," 20,729.50 ",0.00
0.00,4.00,43.00," 16,489.50 ",0.00
0.00,4.00,101.00," 17,857.00 ",0.00
0.00,4.00,0.00," 20,133.75 ",0.00
0.00,2.00,0.00," 35,042.50 ",0.00
0.00,2.00,0.00," 33,465.00 ",0.00
0.00,5.00,0.00," 15,279.80 ",0.00
0.00,5.00,0.00," 12,799.00 ",0.00
0.00,3.00,0.00," 19,688.33 ",0.00
0.00,3.00,0.00," 19,989.33 ",0.00
0.00,4.00,0.00," 13,580.00 ",0.00
0.00,5.00,0.00," 8,343.60 ",0.00
0.00,4.00,0.00," 11,428.50 ",0.00
0.00,3.00,0.00," 24,753.00 ",0.00
0.00,3.00,0.00," 18,563.67 ",0.00
0.00,4.00,0.00," 11,032.25 ",0.00
0.00,3.00,0.00," 21,335.67 ",0.00
0.00,3.00,0.00," 16,918.00 ",0.00
0.00,4.00,0.00," 11,821.75 ",0.00
0.00,3.00,0.00," 21,642.00 ",0.00
