IsBadBuy,VehicleAge,VehOdo,MMRAcquisitionAuctionAveragePrice,IsGermanVeh
0,6,61398,3067,0
0,4,56210,11020,0
0,4,54821,6843,0
0,5,62975,4095,0
1,4,84462,11087,0
0,4,78723,10845,0
0,3,58363,8578,0
0,4,59830,7082,0
0,5,76696,5458,0
0,4,67878,7539,0
0,2,79541,12795,0
0,4,82971,6028,0
0,4,77593,4769,0
0,4,73014,6826,0
0,4,69080,7082,0
0,4,77799,6028,0
0,7,90524,9087,0
1,5,69201,3953,0
0,5,68987,8633,0
0,6,73341,3843,0
0,7,79914,6507,0
0,6,76856,5965,0
0,4,74656,10279,0
0,5,80116,4319,0
0,6,63692,4383,0
0,4,85977,11037,0
0,5,82995,7455,0
0,6,88040,7871,0
0,4,51360,7702,0
0,4,71198,8295,0
0,6,76180,7871,0
0,6,86608,7289,0
0,4,86254,7010,0
0,5,85632,4319,0
0,4,68251,5557,0
0,4,78105,7369,0
0,5,80588,7528,0
0,4,82011,6172,0
0,4,67993,7909,0
0,5,75936,3953,0
0,7,69713,4570,0
0,4,77601,7807,0
0,8,81673,5311,0
0,3,71335,6250,0
0,4,62962,4558,0
0,4,70202,9386,0
0,3,84392,9211,0
0,6,51941,2830,0
0,3,75933,10501,0
0,3,85444,10532,0
0,4,70982,7799,0
0,4,69743,7202,0
1,4,85005,4924,0
0,6,88183,8765,0
0,2,86303,11532,0
0,3,72352,5458,0
0,7,61866,3569,0
1,3,81840,7585,0
0,3,79403,10894,0
0,6,62521,8170,0
0,4,67267,9100,0
0,3,71334,8415,0
0,4,68540,7047,0
0,6,79651,9375,0
0,3,58099,6161,0
0,5,71666,9028,0
0,5,75009,3867,0
0,5,71923,5592,0
0,3,69486,6588,0
0,3,90521,11812,0
0,3,80735,10905,0
1,3,74276,10486,0
0,4,90527,9578,0
0,2,75409,9248,0
0,2,69780,8842,0
0,5,87864,7190,0
0,4,81424,9144,0
0,5,84262,5274,0
0,4,73187,6884,0
0,4,74278,11038,0
0,3,65043,8198,0
0,6,75726,3378,0
0,3,51016,5846,0
0,6,80631,8647,0
0,4,76149,6219,0
0,4,69453,6280,0
0,3,54399,10335,0
0,3,64950,7455,0
0,4,54623,6219,0
0,3,67183,9310,0
0,4,70613,8581,0
0,7,81859,2874,0
0,4,79626,6200,0
0,2,82959,9999,0
0,5,76397,3841,0
0,4,65764,8618,0
0,3,85708,7412,0
0,3,75293,8149,0
0,5,54293,5252,0
0,8,56817,2984,0
0,6,68835,5771,0
0,4,72029,6315,0
0,7,57552,8614,0
0,7,80495,4479,0
0,4,70525,8909,0
0,4,76372,6796,0
0,2,76339,10448,0
0,5,51044,3217,0
0,3,87601,10379,0
1,5,82078,5032,0
0,5,84417,5125,0
0,4,64209,6612,0
0,7,65251,4736,0
0,2,81316,11684,0
1,5,61522,3084,0
1,6,77175,3324,0
0,4,48189,4055,0
0,1,79210,8919,0
0,3,82784,10809,0
0,3,89593,9516,0
1,5,86459,6859,0
0,6,66452,3482,0
0,5,85306,5328,0
0,4,73244,7817,0
0,3,81009,9184,0
0,4,66767,8598,0
0,5,74554,4174,0
0,3,76321,8845,0
0,4,51320,3887,0
0,5,56659,3307,0
0,3,83808,9926,0
0,8,53337,2357,0
0,3,61578,8230,0
1,2,73054,10416,0
0,3,68172,8230,0
0,8,82374,5021,0
0,7,52726,3517,0
0,3,60858,7354,0
0,5,75209,5049,0
1,4,61693,8181,0
0,4,80184,5466,0
0,7,85905,8337,0
0,6,57025,5375,0
0,4,65776,6626,0
0,3,76773,8044,0
0,4,74090,6762,0
0,4,39331,4326,0
0,3,84028,8797,0
1,2,66559,9394,0
0,5,70959,4765,0
0,6,86566,7747,0
0,6,53165,7054,0
0,3,74822,8797,0
0,5,88322,7209,0
1,3,73782,10441,0
0,3,83477,14405,0
0,6,57856,5483,0
0,3,81994,7319,0
0,4,86614,6173,0
0,6,54598,7407,0
0,5,62772,4654,0
0,4,61650,7916,0
0,3,56001,8392,0
0,3,64650,7161,0
0,5,74834,4026,0
0,5,92278,6851,0
0,4,81530,10412,0
0,5,80271,5561,0
0,4,84635,10412,0
0,4,59083,7283,0
0,6,90255,3945,0
0,3,72910,7880,0
0,2,85451,11394,0
0,5,71429,8747,0
0,5,65178,3280,0
1,4,78000,11139,0
0,4,54723,4863,0
0,4,92333,4790,0
0,4,46916,4379,0
0,6,66607,3075,0
0,7,75930,3359,0
0,6,97944,4377,0
1,6,94091,3805,0
0,8,94642,3134,0
0,6,78043,4377,0
0,8,62457,3134,0
0,3,69486,10342,0
0,4,60181,10317,0
1,7,70244,2634,0
0,6,68456,4456,0
0,6,76516,4377,0
1,8,80975,3134,0
0,3,78550,7499,0
1,8,87926,4332,0
0,7,73698,3039,0
0,7,80448,0,0
0,8,84113,4297,0
0,6,70210,4456,0
1,8,91260,3134,0
0,5,85174,3322,0
0,3,53410,5289,0
0,8,90415,5382,0
0,4,88278,4840,0
0,5,96737,7346,0
1,4,90578,3983,0
0,4,82134,7780,0
0,5,80156,4715,0
1,6,74227,5264,0
0,6,82425,8743,0
1,4,77938,4813,0
0,6,96774,5000,0
0,5,84685,5776,0
0,5,66389,3133,0
0,6,54893,3692,0
0,3,66031,8884,0
1,6,71206,2556,0
0,3,89430,10726,0
0,5,96679,4479,0
1,8,94135,5314,0
1,6,72194,2792,0
0,5,86159,3906,0
0,6,91084,3129,0
0,3,75837,8011,0
0,4,87919,4763,0
0,6,85361,9005,0
0,3,75765,8035,0
0,5,66839,4479,0
1,7,84112,4312,0
1,6,78602,3551,0
1,7,80818,4162,0
0,5,73488,7987,0
0,4,96325,11035,0
0,4,87689,10391,0
0,2,95249,10592,0
0,7,80322,3584,0
0,3,64584,8362,0
0,4,89164,4597,0
0,3,78151,9349,0
0,3,61538,6840,0
0,3,92510,5386,0
0,5,90458,4811,0
0,4,74927,6319,0
0,6,78561,4196,0
1,5,67251,7845,0
0,5,58446,3376,0
0,2,72550,11242,0
1,4,67392,4711,0
0,4,76891,6593,0
0,5,95771,4681,0
0,4,95736,6593,0
1,4,59616,4711,0
0,8,86043,2993,0
0,4,76310,4711,0
0,9,82803,5467,0
0,5,83229,9926,0
0,5,88520,5821,0
0,4,54958,3440,0
1,5,91612,7021,0
0,3,95401,6423,0
0,8,99704,2957,0
1,3,69570,5498,0
1,4,74477,7303,0
0,8,83880,3053,0
1,3,87588,4748,0
0,6,69470,3950,0
0,6,98100,4551,0
1,5,86326,7256,0
0,5,81557,4238,0
0,4,45311,3752,0
0,6,84974,4177,0
0,2,88331,11576,0
0,8,80576,4388,0
0,3,70631,8413,0
0,3,85492,6287,0
0,6,70975,3912,0
0,5,50798,9889,0
0,5,58880,6384,0
0,8,95228,5670,0
0,5,82097,3381,0
0,5,89365,5379,0
0,2,72753,8973,0
0,6,74964,3656,0
0,1,74757,9034,0
1,7,74388,5114,0
0,5,81141,5444,0
0,9,82083,3487,0
1,4,61782,6227,0
0,6,82639,2693,0
0,2,90561,9784,0
0,3,72206,7629,0
0,3,76751,7629,0
1,4,70261,6881,0
1,4,71879,3011,0
0,5,94463,3487,0
0,4,44803,4258,0
1,5,68643,2681,0
0,3,73919,8913,0
0,3,78392,7028,0
0,4,72112,8111,0
0,4,77516,6199,0
0,6,60375,2290,0
0,7,86753,3837,0
0,7,81014,3769,0
0,6,94647,6613,0
0,4,95789,9895,0
0,5,85590,4597,0
0,6,87343,8302,0
0,7,69943,8241,0
1,5,68701,4763,0
0,4,85133,8674,0
0,5,78584,3398,0
0,7,93682,4484,0
0,4,60071,4467,0
1,6,106617,3890,0
0,7,78441,4344,0
0,3,53352,7080,0
0,5,89234,4477,0
1,8,93904,2944,0
0,6,50946,6449,0
1,4,66136,4080,0
0,7,88216,3278,0
0,4,73614,4141,0
1,3,82104,8595,0
0,2,73515,7616,0
1,4,77597,4592,0
0,4,63444,7083,0
0,5,75166,4677,0
0,7,91779,7159,0
0,4,53109,3652,0
0,5,58540,6209,0
0,6,57786,5010,0
0,7,96242,2967,0
0,8,108831,3704,0
0,6,80184,2939,0
1,6,76040,6241,0
0,4,71870,5018,0
0,5,108415,4283,0
0,6,87913,3043,0
0,4,95483,6842,0
0,9,92767,2775,0
0,6,82460,2592,0
0,8,76666,5066,0
0,2,73208,7660,0
0,8,98099,6542,0
0,7,98581,3041,0
0,6,97048,5175,0
0,5,76761,6915,0
0,8,90757,2018,0
0,6,101630,2892,0
1,5,87556,6908,0
0,8,102960,1729,0
0,6,90537,7499,0
0,8,89339,7498,0
0,5,67230,7168,0
0,6,72567,7100,0
0,5,65545,3116,0
0,4,77340,6697,0
0,7,64769,2381,0
0,7,80954,3077,0
0,6,87344,3030,0
0,3,46316,7024,0
0,5,70150,5151,0
0,5,89469,9222,0
0,4,69146,9774,0
0,3,45198,8083,0
0,5,56081,5791,0
0,4,88799,6290,0
1,7,75449,5574,0
1,8,102641,2411,0
0,3,89929,6394,0
0,4,72615,3395,0
0,4,74209,8855,0
0,5,81601,6487,0
0,6,85186,2734,0
1,6,74648,5537,0
0,5,62972,4293,0
0,4,75127,4040,0
0,4,62184,5418,0
0,7,94359,3782,0
1,3,54602,5027,0
1,6,64228,4885,0
0,4,70150,4160,0
0,2,35934,4995,0
0,6,86787,4450,0
0,3,57756,4525,0
0,4,58205,5861,0
0,5,88547,6497,0
1,5,88566,3188,0
0,4,84894,6810,0
0,4,73832,4716,0
0,4,66159,4537,0
1,4,83085,7622,0
0,7,67177,2634,0
0,3,57617,5381,0
0,4,54578,4160,0
0,5,83820,5033,0
0,4,59579,6598,0
0,5,99713,3314,0
1,6,96205,2844,0
0,4,94883,4537,0
1,8,80530,3300,0
0,8,65888,1718,0
1,5,73772,2972,0
0,6,60887,2203,0
1,6,68727,3038,0
0,4,41453,3940,0
0,4,43566,4473,0
0,3,62405,13194,0
1,7,47146,2923,0
0,4,63363,3973,0
0,2,61380,8028,0
0,4,77299,2914,0
0,7,79336,2217,0
0,3,54694,6650,0
0,8,85494,1817,0
0,5,73255,4946,0
0,6,85844,2397,0
0,6,88298,5920,0
0,4,83462,3857,0
0,3,86491,7958,0
0,4,72275,4432,0
0,5,70932,3172,0
0,3,77515,5777,0
0,4,62738,6720,0
0,4,67420,3766,0
0,4,34760,7084,0
0,6,86487,2362,0
0,7,69161,2507,0
0,3,80566,9711,0
0,4,78003,3735,0
0,5,98832,3079,0
0,4,80567,5535,0
0,2,46864,5799,0
0,6,80704,4569,0
0,6,87544,4943,0
0,2,26984,4580,0
0,7,92430,2343,0
1,5,73587,7020,0
0,5,79132,2056,0
0,4,61758,5257,0
0,5,71251,3783,0
0,3,60995,9431,0
1,5,73290,6674,0
1,2,71711,7273,0
0,4,62229,5239,0
1,5,76400,4007,0
1,5,51513,4231,0
1,8,35477,3627,0
0,6,88449,6576,0
0,7,66507,2533,0
0,4,52087,7158,0
0,4,57201,4944,0
0,5,78187,7549,0
0,8,69793,4394,0
0,6,49594,8383,0
0,4,76989,7966,0
0,5,86765,6174,0
1,4,54635,7591,0
1,3,61835,8381,0
0,6,84299,6145,0
0,2,53008,8256,0
0,2,84238,10688,0
0,2,85219,12534,0
0,8,96371,3139,0
0,8,46195,2857,0
0,4,64596,7966,0
1,4,77707,4798,0
0,4,82113,5500,0
1,4,85542,4273,0
0,6,77199,2740,0
0,4,74542,6549,0
1,3,82918,8260,0
0,6,75044,2974,0
1,5,74560,7359,0
0,3,71515,6892,0
0,6,89407,8172,0
0,4,59996,0,0
0,3,57884,8235,0
0,4,72738,6952,0
0,6,75375,8275,0
0,5,68435,6198,0
0,4,71851,3963,0
0,3,73757,7739,0
0,4,73820,8375,0
0,3,62601,9459,0
0,3,64278,9459,0
1,3,69930,10033,0
0,7,82738,4126,0
0,5,76276,4597,0
1,4,95942,4273,0
0,4,74660,7695,0
0,5,88780,6919,0
0,4,77152,9905,0
0,3,66320,8772,0
0,6,70357,3089,0
0,4,67178,10306,0
0,3,55791,4297,0
0,5,80789,3042,0
0,3,66723,4441,0
0,6,82495,8275,0
0,4,88965,5718,0
0,3,64775,10553,0
0,2,72621,11412,0
0,6,76271,4463,0
0,3,72368,6858,0
0,2,75499,8593,0
0,5,62916,7359,0
0,2,86595,11412,0
0,5,70569,5443,0
0,3,68774,13424,0
0,3,50038,4344,0
0,3,81982,5862,0
0,5,78879,3643,0
1,6,85808,4399,0
0,4,47008,9456,0
1,3,74594,10788,0
0,4,86893,4817,0
0,3,76834,8842,0
1,3,54500,4029,0
0,3,80182,8842,0
0,4,77683,4794,0
0,2,74769,9558,0
0,4,55177,7695,0
1,4,89989,5571,0
0,2,88453,11412,0
0,4,74849,10306,0
0,4,55300,4273,0
0,5,82353,4605,0
0,3,64248,8842,0
0,3,84563,12212,0
0,3,85974,6544,0
0,5,73912,3161,0
0,6,56988,4032,0
0,3,81669,4964,0
1,5,78608,6278,0
0,5,75426,4438,0
0,6,68258,5201,0
0,3,51925,4029,0
0,5,73260,5202,0
0,5,55480,6568,0
0,4,71099,3740,0
0,2,63307,8037,0
0,4,72496,6507,0
0,5,69585,3402,0
0,4,40858,3432,0
0,4,73240,4273,0
0,4,65534,8067,0
0,2,76613,7874,0
0,4,71997,5033,0
1,4,89756,5033,0
0,4,82662,8298,0
0,6,68397,5361,0
0,4,85726,4798,0
0,4,73559,9302,0
0,4,68500,4573,0
0,4,69618,7437,0
0,6,72772,5201,0
0,2,52059,4247,0
0,3,65480,9311,0
0,3,74670,9598,0
0,4,88325,8027,0
0,4,82342,10700,0
0,4,56050,8298,0
0,1,68942,9281,0
0,2,53189,9931,0
0,2,68059,10590,0
0,6,86804,7188,0
0,5,76017,6211,0
0,3,44764,5302,0
0,7,75875,5499,0
0,4,85303,3740,0
0,4,52447,4273,0
0,5,75815,3606,0
0,6,77668,8239,0
0,2,52040,7025,0
0,8,60789,2903,0
0,3,72616,12068,0
0,4,61161,10955,0
0,6,69337,3220,0
0,2,70259,0,0
0,2,82715,7262,0
0,4,57981,2954,0
0,3,75592,9821,0
0,1,50521,7245,0
0,2,72202,13514,0
0,5,73144,6788,0
0,4,73503,12319,0
0,3,68368,7104,0
1,1,47950,6733,0
0,3,67462,9055,0
0,6,80501,2829,0
1,3,57282,14847,0
0,3,72258,9971,0
0,3,65177,10776,0
0,1,49339,7960,0
0,7,87271,6377,0
0,3,72892,6897,0
0,3,77136,6870,0
0,5,47189,2776,0
0,4,81437,3963,0
0,3,54224,9782,0
0,2,75703,0,0
0,5,81857,3247,0
0,3,74138,13106,0
1,5,83135,5552,0
0,3,62859,7386,0
0,4,78794,3883,0
0,4,93710,7875,0
0,3,71089,9259,0
0,3,54509,9311,0
0,4,90570,4856,0
0,3,61080,7386,0
0,5,75947,5206,0
0,4,53020,3688,0
0,3,82639,8838,0
0,3,73717,9459,0
0,3,70422,9459,0
0,4,78002,5718,0
0,3,70716,9173,0
0,4,67376,6813,0
0,3,56330,5424,0
0,5,51727,3238,0
0,5,84345,6215,0
1,2,69322,6711,0
0,5,85066,6464,0
0,5,87890,8029,0
0,3,72256,10534,0
0,6,98745,5492,0
0,3,72505,9514,0
0,5,71089,3410,0
1,3,74493,7851,0
0,3,53055,5466,0
0,6,93674,3255,0
0,3,81710,8931,0
0,3,58962,6550,0
0,6,89454,4997,0
0,5,78406,6150,0
0,6,88874,6616,0
0,3,88512,8779,0
0,6,87118,2474,0
1,5,74138,5501,0
0,5,71255,5951,0
1,5,73697,7602,0
0,6,69239,8275,0
0,3,75984,14721,0
0,5,89742,5880,0
0,3,88931,5649,0
0,4,77251,4408,0
0,7,78695,2905,0
0,4,61719,9393,0
0,4,69485,3751,0
0,4,68216,4488,0
0,6,85000,5952,0
1,5,72736,8110,0
0,4,82435,3865,0
0,4,77154,8681,0
0,3,90340,12187,0
0,2,78280,10722,0
0,5,80480,7710,0
0,4,70664,6858,0
1,8,89629,1514,0
0,3,61021,4277,0
0,5,73631,7310,0
0,2,68279,9556,0
0,5,89920,6589,0
0,5,72084,6248,0
0,4,62986,0,0
0,4,82697,9565,0
1,3,70774,10407,0
0,4,71179,4508,0
0,3,89707,11724,0
0,4,65367,5751,0
0,3,77265,7672,0
0,4,79201,5390,0
0,4,65613,6423,0
0,2,64533,8316,0
0,5,79098,8292,0
0,5,94462,8479,0
0,3,69726,8905,0
0,5,89070,2967,0
0,3,87647,9010,0
0,4,92350,7853,0
0,4,82794,4929,0
0,4,79433,7547,0
0,3,87539,11074,0
0,4,89819,10570,0
0,6,80114,9981,0
0,5,73250,7166,0
0,6,63730,3224,0
0,1,48162,7179,0
1,5,82177,11587,0
1,6,94441,5146,0
0,3,76914,7040,0
0,5,56449,2971,0
0,5,80516,5862,0
0,1,53300,10020,0
0,4,69677,7595,0
1,6,84395,9199,0
0,6,54151,4143,0
0,3,70667,7025,0
0,4,79517,8026,0
1,7,75216,4361,0
1,4,70330,8787,0
0,6,59368,4275,0
0,4,80700,0,0
0,5,71795,10293,0
1,4,63469,7307,0
0,1,55264,9961,0
0,4,94201,3358,0
0,4,84494,8331,0
0,6,76160,6331,0
1,5,81429,3045,0
0,3,88895,6386,0
0,5,62050,6881,0
0,3,55190,5041,0
0,3,66798,8083,0
0,4,78810,8583,0
0,2,50547,7440,0
0,4,75039,7908,0
1,4,62678,8252,0
0,3,59859,4588,0
0,4,76813,6152,0
0,4,87487,4722,0
0,2,73528,11004,0
0,3,69000,5886,0
1,3,85377,10010,0
0,2,71131,7313,0
0,3,52088,6029,0
0,3,63260,8731,0
1,3,54698,9441,0
1,5,84996,5763,0
0,3,47845,4894,0
0,4,69882,7757,0
1,3,72528,8147,0
0,2,80051,9936,0
0,4,70041,4085,0
0,5,63817,2788,0
0,3,58613,8866,0
0,5,73452,6404,0
1,3,72302,4892,0
0,3,75805,8538,0
0,2,73029,12209,0
0,3,69337,9486,0
0,2,65333,7558,0
0,3,59138,4516,0
0,4,36581,3874,0
0,5,78334,4569,0
0,4,81295,4040,0
1,4,72539,5507,0
0,3,68087,6303,0
0,3,62592,5628,0
0,4,46105,8066,0
1,4,76673,5450,0
0,3,59095,4738,0
0,4,78826,8459,0
0,4,58999,2857,0
0,5,78730,4802,0
0,3,45200,6223,0
1,3,86560,6482,0
0,4,69498,6000,0
0,4,76706,5381,0
1,6,78849,6487,0
0,4,75291,6000,0
0,2,72610,9512,0
0,3,34562,9085,0
0,4,57851,8459,0
1,3,64562,10361,0
0,4,78025,7157,0
0,3,88192,8766,0
0,4,62296,6488,0
0,4,71266,6644,0
1,3,55228,15875,0
0,5,83113,4396,0
0,3,70760,6292,0
0,3,61785,4378,0
0,4,70029,4086,0
0,3,39865,4694,0
0,3,60140,5876,0
0,1,63092,7614,0
0,3,76546,5448,0
0,2,46579,6648,0
0,6,78433,4439,0
0,1,48188,8839,0
0,3,34413,3772,0
0,3,82225,6329,0
0,4,83133,3744,0
0,3,55283,4504,0
0,3,50202,4990,0
0,2,82950,12831,0
0,3,79597,13286,0
1,2,61587,20797,0
0,5,90938,9374,0
0,4,80210,4370,0
1,6,89726,2265,0
0,3,85872,10198,0
1,5,79826,6415,0
0,3,48970,4990,0
0,4,61049,3736,0
0,3,77631,10900,0
0,5,88272,4330,0
0,4,87289,4758,0
0,3,69933,4990,0
0,3,55950,6234,0
0,2,68925,5998,0
0,3,73430,10198,0
0,1,56882,9848,0
0,4,62032,3570,0
1,5,80941,4896,0
0,3,71900,12567,0
0,3,72300,4990,0
0,2,50273,6362,0
0,4,67768,3353,0
1,4,74857,6576,0
0,2,63080,9835,0
0,3,73057,7053,0
0,3,73076,10387,0
0,3,66553,4788,0
0,4,72501,10027,0
0,4,86961,7085,0
0,2,45534,5368,0
1,4,71288,3885,0
0,2,54971,5445,0
0,5,66613,3806,0
0,4,78610,6729,0
0,3,59614,4332,0
0,3,71106,10387,0
0,4,63507,8053,0
1,7,70389,2809,0
0,5,85552,4831,0
1,4,62886,6321,0
0,5,83464,6527,0
1,5,81171,3620,0
0,4,78122,8283,0
0,5,62269,10158,0
0,2,57388,7565,0
0,5,68249,5627,0
0,4,75126,8307,0
0,5,78608,5406,0
0,4,59769,6071,0
0,3,89808,10594,0
0,4,84485,4126,0
0,3,60243,10307,0
0,5,61770,2014,0
0,5,64765,6825,0
0,3,67822,6298,0
1,5,70768,5989,0
0,4,82705,4936,0
0,5,70303,6845,0
0,5,75786,4939,0
0,4,72789,7573,0
0,4,64760,6471,0
0,4,71865,9017,0
0,6,85115,3380,0
0,6,76279,2946,0
1,3,64602,7485,0
0,7,88611,5631,0
0,3,80070,9227,0
0,5,80452,5589,0
0,2,54790,7813,0
0,3,64860,8597,0
0,4,53993,7024,0
0,5,79557,9606,0
0,7,87250,3837,0
0,6,81228,2892,0
0,4,70382,6364,0
0,5,72315,3719,0
0,2,50807,10857,0
0,5,72085,5187,0
1,1,66132,11792,0
0,4,50366,6357,0
0,5,82340,3845,0
1,3,59681,11523,0
0,3,77685,12118,0
0,4,73119,7474,0
1,6,66795,6806,0
0,3,52741,7111,0
0,3,76732,5873,0
0,4,89096,9707,0
0,4,55406,6862,0
0,2,50333,6837,0
0,3,84523,11460,0
1,3,72920,6531,0
0,5,78783,4498,0
0,4,73233,5458,0
1,7,78887,2787,0
0,5,63979,5395,0
1,5,64895,6540,0
0,5,76583,3715,0
0,4,59888,5427,0
1,7,81364,4102,0
0,3,61092,8615,0
0,6,52464,3690,0
0,4,75680,7271,0
0,5,80889,5514,0
1,3,56089,7641,0
0,6,41315,5388,0
0,2,78132,12523,0
0,4,77746,6884,0
0,3,68741,7583,0
0,4,61842,10973,0
0,3,85570,11812,0
0,3,88398,7401,0
0,6,63128,7178,0
0,4,70584,6280,0
0,3,75183,8256,0
0,5,58309,4933,0
1,7,86632,4221,0
0,7,90027,6284,0
1,4,71810,8375,0
1,5,64892,6540,0
0,3,80320,10700,0
0,7,65210,5903,0
0,4,69454,6991,0
0,3,45069,5011,0
0,3,79987,9327,0
0,3,58168,7676,0
0,4,75361,9107,0
0,3,76036,8034,0
0,3,80485,10700,0
0,4,82028,9447,0
1,3,61410,8034,0
0,4,72845,8243,0
0,6,52862,4577,0
0,3,62050,8034,0
1,5,64892,5776,0
0,6,79950,9296,0
0,6,72163,4365,0
0,4,87129,4416,0
0,4,80092,4416,0
0,5,80059,8852,0
0,4,76805,9505,0
0,3,52155,10134,1
0,3,67524,7966,0
0,3,80553,11727,0
0,3,80611,9828,0
0,4,72878,6955,0
0,5,73979,7774,0
0,3,53062,7383,0
0,4,73189,7477,0
0,3,92115,11095,0
1,4,79129,5403,0
0,4,83384,9349,0
0,4,64606,6690,0
0,7,67625,5549,0
0,6,75230,6466,0
0,4,63928,6429,0
1,3,79419,7383,0
0,3,68959,10565,0
1,4,62493,9392,0
0,8,78282,5736,0
0,3,59413,6101,0
0,3,91340,9509,0
0,3,82407,7965,0
0,5,87481,7591,0
0,4,87789,8730,0
0,2,71068,7565,0
0,6,49594,5543,0
0,6,86590,7651,0
0,6,79674,5012,0
0,4,80784,6419,0
0,3,65773,13981,0
0,2,78974,8950,0
0,3,90727,7965,0
0,3,89315,8838,0
0,5,50139,7195,0
0,3,58564,5088,0
0,2,54725,9598,0
0,4,93043,4595,0
0,6,78139,7651,0
0,3,70679,8838,0
0,5,58778,4752,0
0,3,76009,9938,0
0,3,53449,4240,0
0,3,69999,9166,0
0,2,53276,9829,0
0,6,86567,6566,0
0,8,80666,4095,0
0,4,76840,8624,0
0,3,80600,12459,0
0,5,77321,7933,0
0,4,86300,10158,0
0,3,56226,5846,0
0,3,65763,7621,0
0,4,98237,7156,0
0,3,78514,8067,0
0,7,51748,2868,0
0,6,73290,2300,0
0,4,73634,8177,0
0,5,77840,4083,0
0,4,90050,4351,0
0,4,57781,6131,0
0,4,79865,7295,0
0,4,79916,9810,0
0,3,73732,7094,0
0,3,72290,6977,0
0,5,74824,9654,0
0,4,88850,6001,0
0,3,71216,10320,0
0,3,70474,7711,0
0,4,73200,3865,0
0,4,72232,8105,0
0,3,86930,7392,0
0,3,53834,4604,0
0,1,55012,11573,0
1,6,79077,2883,0
0,3,82459,10662,0
1,3,89279,10393,0
0,6,80283,9892,0
0,6,69714,7266,0
0,9,77244,2305,0
0,2,51799,8404,0
0,3,51966,6059,0
0,6,90765,9115,0
0,5,82826,3173,0
0,4,73116,7202,0
0,7,55529,4383,0
0,7,80385,4840,0
0,2,91339,13052,0
1,4,75770,7193,0
0,5,82635,6810,0
0,5,66308,7246,0
0,6,88466,2608,0
0,4,89112,6207,0
0,5,87204,6681,0
0,4,86085,8690,0
0,2,89071,8564,0
1,4,91584,9433,0
0,5,65999,6931,0
1,3,70863,12216,0
0,5,80201,3409,0
0,3,67022,10840,0
1,7,91221,7953,0
1,4,72268,6327,0
0,2,65774,9811,0
1,2,71681,8353,0
0,3,64449,6453,0
0,3,51393,5690,0
0,5,66170,3706,0
0,6,88970,6812,0
0,3,89149,10211,0
1,3,70408,10765,0
1,5,95447,8850,0
0,3,47842,5620,0
0,3,75947,5620,0
1,7,87400,2555,0
0,4,90859,9928,0
0,5,69988,3700,0
1,2,76218,8705,0
0,3,45664,5707,0
0,2,72785,12853,0
0,6,89851,7423,0
0,6,69189,5537,0
0,2,60423,7323,0
0,5,54027,8085,0
0,3,64365,7925,0
0,2,72948,9829,0
0,4,85042,7286,0
1,3,84728,11725,0
0,5,70588,3971,0
1,7,93007,6604,0
0,9,55687,1427,0
0,2,60365,8032,0
0,3,88046,5327,0
0,5,88693,6159,0
0,3,87359,8330,0
0,6,79933,3914,0
0,2,82400,10842,0
0,5,71461,9311,0
0,3,60397,4250,0
0,4,74356,5088,0
0,3,73972,7106,0
0,6,79887,4928,0
0,7,93851,3626,0
0,3,95557,12508,0
0,4,70442,9419,0
0,3,45267,7373,0
0,5,65070,4370,0
1,5,79293,5959,0
0,3,76551,7106,0
0,7,74068,5594,0
0,7,82001,4434,0
0,4,68624,4608,0
0,4,57475,5241,0
1,5,66953,8306,0
1,7,83747,3831,0
1,3,51136,5879,0
0,6,79309,3551,0
0,6,82559,2387,0
1,3,73612,12456,0
0,6,85257,3633,0
0,4,73115,4248,0
0,5,53585,3161,0
0,4,73267,10464,0
0,3,73109,7060,0
0,7,86921,10255,0
0,5,67058,3927,0
1,5,91201,7309,0
0,4,65837,7152,0
0,6,66097,7186,0
0,2,32089,8002,0
0,4,84889,10464,0
0,5,76898,8180,0
0,4,65133,7877,0
0,6,84091,7026,0
0,4,96060,12667,0
0,8,86003,5310,0
0,5,84233,3666,0
0,4,81123,9616,0
0,2,86085,8981,0
0,4,72400,7500,0
0,2,58622,8606,0
1,3,75526,6649,0
0,6,75691,4664,0
0,4,77027,6761,0
0,3,80379,8420,0
0,7,80388,5551,0
0,2,85787,8494,0
0,5,73041,5078,0
1,4,93096,8096,0
0,3,81319,9937,0
0,2,87090,9189,0
0,5,63069,5506,0
0,8,96940,2683,0
0,5,105887,3939,0
0,3,70344,5269,0
0,2,80271,6288,0
0,7,92277,2769,0
0,2,50629,9156,0
0,4,90063,7216,0
0,2,88870,9769,0
0,2,64331,9189,0
0,3,78271,6635,0
0,4,85719,7171,0
0,4,89486,5086,0
0,2,85643,12610,0
1,5,85326,4278,0
1,8,87068,2419,0
0,4,84475,7216,0
0,6,89486,1977,0
0,7,88559,4875,0
0,5,77650,6574,0
0,4,84311,8350,0
0,2,71116,6895,0
1,3,73661,5233,0
1,3,65695,8618,0
0,3,69036,5457,0
0,5,96165,5671,0
0,3,85922,8684,0
0,3,80527,6626,0
1,4,80740,6190,0
0,5,80775,3436,0
0,5,75974,5227,0
0,5,67288,4009,0
0,4,75857,4867,0
0,6,84558,8177,0
0,3,76006,6991,0
1,6,57320,4377,0
0,3,55960,6126,0
1,6,72266,4609,0
0,6,99882,1734,0
0,2,69325,8738,0
0,4,88744,6516,0
0,5,102924,4222,0
